1 73.3994 1124.95
2 73.0903 1124.29
3 73.1883 1128.7
4 73.3099 1128.6
5 73.2534 1129.16
6 72.9756 1125.74
7 73.0185 1127.18
8 73.1699 1128.47
9 73.157 1123.36
10 74.0294 1128.07
11 74.1351 1124.83
12 74.5615 1122.99
13 74.5691 1124.49
14 73.9608 1122.92
15 73.2212 1125.4
16 73.1716 1125.2
17 73.1217 1127.72
18 73.2144 1122.37
19 74.1517 1125.59
20 74.3532 1125.46
21 73.895 1122.59
22 72.9109 1122.16
23 73.0695 1123.34
24 73.1554 1121.65
25 74.0065 1121.32
26 73.8688 1121.91
27 73.6915 1124.3
28 73.3725 1122.03
29 73.4497 1122.12
30 73.6645 1123.61
31 74.0954 1124.16
32 73.8427 1121.01
33 73.1304 1120.32
34 73.3863 1121.91
35 73.7598 1123.48
36 73.8712 1119.94
37 73.4119 1121.39
38 73.2381 1121.88
39 73.2373 1122.44
40 73.5101 1117.07
41 73.921 1121.3
42 73.6433 1118.27
43 72.9937 1121.5
44 73.0381 1119.75
45 73.3774 1119.04
46 73.615 1118.52
47 73.5862 1117.49
48 72.9865 1117.69
49 73.149 1122.06
50 73.6723 1120.24
51 73.4005 1119.41
52 73.4509 1121.46
53 72.9972 1119.1
54 73.4827 1121.45
55 72.8496 1117.2
56 73.26 1121.16
57 72.9179 1118.12
58 73.4136 1120.59
59 73.015 1119.75
60 73.8052 1120.12
61 73.9505 1121.88
62 72.9226 1119.52
63 73.1177 1119.98
64 72.9419 1119.45
65 73.9503 1120.81
66 72.845 1120.42
67 73.3023 1119.11
68 72.8731 1114.38
69 73.6809 1121.43
70 72.815 1121.13
71 73.8663 1120.67
72 72.6993 1115.95
73 72.9513 1115.95
74 72.8314 1121.36
75 75.155 1120.02
76 73.1727 1122.54
77 72.404 1113.32
78 72.4226 1112.42
79 73.836 1118.05
80 73.2219 1126.62
81 74.1958 1122.92
82 72.0233 1109.32
83 70.7996 1102.48
84 71.9474 1116.24
85 79.0806 1131.38
86 69.4348 1100.21
87 70.8286 1116.53
88 79.8964 1140.66
89 72.4305 1122.89
90 68.7514 1079.86
91 70.046 1081.09
92 64.7852 1067.07
